Age,Gender,Fast_Food_Meals_Per_Week,Average_Daily_Calories,BMI,Physical_Activity_Hours_Per_Week,Sleep_Hours_Per_Day,Energy_Level_Score,Digestive_Issues,Doctor_Visits_Per_Year,Overall_Health_Score
54.93054777866469,Male,1.1780955117364493,3175.7128093099254,28.1821555004626,4.365607764142257,7.786013984086975,8.92582658729418,No,7.147365306615091,5.090827999691583
45.128748130527505,Male,11.762038595688354,1778.0842938788762,22.949542080767536,9.577803817133503,6.805357195472069,2.247783561334038,No,4.0416236124402305,2.861251335491478
31.53749905348989,,7.656804880829046,,21.331323722343654,3.582319364784668,7.382171852312255,1.5701326701099914,Yes,6.976890117537647,3.838262468145995
23.81619060190536,Female,6.0785794762901215,2596.0311494353737,26.720617952804844,8.746621021416862,6.187714035401797,6.0247283672499155,No,6.891922608736501,8.111511349520539
38.58879758388082,Female,13.991759093631014,2282.317886847575,18.019364364498937,2.08921064873102,7.647051500374491,6.812165283513359,No,4.842838893165535,4.029074184720794
55.704011841026634,Female,6.86889022535563,3235.8337605166926,18.332441815778424,6.613853405836941,8.077511491942746,7.139279524100538,No,0.9222829935734869,9.050722672368744
35.95970196742605,Male,13.828475034291499,1962.767494609985,21.632406712374273,9.860598885374575,4.728941268331472,9.036098204952374,No,6.936869132691139,8.960829453665195
39.5770461697809,,10.094877986398785,2984.217919596672,18.407192036258536,1.115078024936137,8.092749905018744,6.001399351477749,Yes,10.111785737538378,6.014450068246793
28.02341475235211,Female,1.517949643892591,1861.5624976406623,19.823331473491322,0.14145522232891994,6.7581795555029185,8.033689199462348,Yes,,1.9664196595151942
28.13352251635732,Male,6.05939055046,2256.2142626373507,23.598635267189078,4.351143812617412,,6.130385231329709,No,4.956974167940533,7.0897728985140915
41.098451680529486,Male,11.016213599229255,2260.6682784085883,31.801305750592782,0.8064029420364702,6.2890997578598355,1.855157550948691,No,7.04684034724188,9.179389854677778
52.227002916912944,Male,4.638058340745077,1842.888539821317,27.779147121574027,7.451425832320958,5.889338091893892,1.0541235497888137,Yes,0.20318692939570795,5.979852575464395
55.80358626566689,Male,3.404158632783366,3389.4248472562904,26.64907798991205,8.895369201359198,8.46437397132926,4.944062364936411,No,1.1911256722042431,3.1289340334551103
40.113046483969036,Male,6.31253758320519,1811.7140593403738,22.60005279566499,4.23431106698894,5.416895845255029,9.147875161032765,No,10.885610529065378,6.888452470908217
20.265191668294595,Male,12.909834212642188,1845.4780076911177,34.00179843518788,2.8125450562851713,8.249623917434588,8.068494374320865,No,11.02299890974163,4.7202403870269
38.666135151765886,Male,11.970696432389945,2178.5805427686764,24.698387675863057,4.312685124145467,6.468084832558679,4.099605047856143,No,7.758378447441827,1.1288428466530294
19.91888164001452,Male,3.403445390229782,2287.879850171485,19.424574186376958,7.287908453791516,6.601093277719012,4.937738360517274,No,9.961454259890672,3.074913903563268
40.03420687351983,Female,1.0279440734463048,1809.8877780736768,28.71786541788147,0.09219704593592047,5.585502049234157,5.137789935339049,Yes,10.888924752421087,4.8530945174846805
47.03314768397365,Female,9.116501259249455,3009.537887352367,19.14030183938508,5.8703170553542945,7.008859177368506,5.905950462760826,No,7.335960431452652,7.082259639913892
55.45577562232874,Female,11.263036463457674,2134.3628141315057,24.094805484448596,6.022420864394715,5.6782996084567925,2.9848360950866955,Yes,11.15816613472436,3.407901079206008
